KG id,KG name,KG SPARQL endpoint,RDF dump link,Ontology,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,R1.1 Machine- or human-readable license retrievable via any primary source,"R1.2 Publisher information, such as authors, contributors, publishers, and sources",R1.3-D Data organized in a standardized way,R score,FAIR score,R1.3-M Metadata are described with VoID/DCAT predicates
eagle-i-alaska,eagle-i @ University of Alaska Fairbanks,http://alaska.eagle-i.net/sparqler/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
eagle-i-cau,eagle-i @ Clark Atlanta University,http://cau.eagle-i.net/sparqler/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
eagle-i-ccny-cuny,eagle-i @ The City College of New York,http://ccny-cuny.eagle-i.net/sparqler/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
eagle-i-cdrewu,eagle-i @ Charles R. Drew University,http://cdrewu.eagle-i.net/sparqler/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
eagle-i-dartmouth,eagle-i @ Dartmouth College,http://dartmouth.eagle-i.net/sparqler/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
eagle-i-famu,eagle-i @ Florida Agricultural and Mechanical University,http://famu.eagle-i.net/sparqler/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
eagle-i-harvard,eagle-i @ Harvard University,http://harvard.eagle-i.net/sparqler/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
eagle-i-hawaii,eagle-i @ University of Hawai’i at Mānoa,http://hawaii.eagle-i.net/sparqler/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
eagle-i-howard,eagle-i @ Howard University,http://howard.eagle-i.net/sparqler/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
eagle-i-hunter-cuny,eagle-i @ Hunter College,http://hunter-cuny.eagle-i.net/sparqler/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
eagle-i-jsu,eagle-i @ Jackson State University,http://jsu.eagle-i.net/sparqler/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
eagle-i-meharry,eagle-i @ Meharry Medical College,http://meharry.eagle-i.net/sparqler/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
eagle-i-montana,eagle-i @ Montana State University,http://montana.eagle-i.net/sparqler/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
eagle-i-msm,eagle-i @ Morehouse School of Medicine,http://msm.eagle-i.net/sparqler/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
eagle-i-ohsu,eagle-i @ Oregon Health and Science University,http://ohsu.eagle-i.net/sparqler/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
eagle-i-psm,eagle-i @ Ponce School of Medicine,http://psm.eagle-i.net/sparqler/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
eagle-i-tsu,eagle-i @ Texas Southern University,http://tsu.eagle-i.net/sparqler/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
eagle-i-tuskegee,eagle-i @ Tuskegee University,http://tuskegee.eagle-i.net/sparqler/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
eagle-i-uccaribe,eagle-i @ Universidad Central del Caribe,http://uccaribe.eagle-i.net/sparqler/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
eagle-i-upr,eagle-i@ University of Puerto Rico - Medical Sciences Campus,http://upr.eagle-i.net/sparqler/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
eagle-i-utep,eagle-i @ University of Texas at El Paso,http://utep.eagle-i.net/sparqler/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
eagle-i-utsa,eagle-i @ University of Texas at San Antonio,http://utsa.eagle-i.net/sparqler/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
eagle-i-vanderbilt,eagle-i @ Vanderbilt University,https://eagle-i.ea.vanderbilt.edu/sparqler/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
eagle-i-xula,eagle-i @ Xavier University of Louisiana,http://xula.eagle-i.net/sparqler/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
ElgooG_,Google’s Easter Egg i,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
entice-graph,ENTICE Educational Episodes Knowledge Graph,https://data.entice.eu/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.32,0
entrez_gene,Entrez Gene,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.06,0
eunis,European Nature Information System,http://semantic.eea.europa.eu/sparql,[],False,1,0.0,1,0.89,0,1,0.65,1.0,1,0.0,1,0.75,1,1,0.17,1,0.79,1,1,1,1.0,3.19,1
FAO_species,FAO ASFIS classification of biological entities @PSNC,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
farmbio-chembl,ChEMBL-RDF (@ Uppsala University),http://rdf.farmbio.uu.se/chembl/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.61,0
Fishery_Stock_Dataset,Norway fishery stocks dataset @PSNC,https://www.foodie-cloud.org/sparql,[],False,1,0.2,1,0.44,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1.0,3.36,1
fu-berlin-dailymed,DailyMed,http://www4.wiwiss.fu-berlin.de/dailymed/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
fu-berlin-diseasome,Diseasome,http://www4.wiwiss.fu-berlin.de/diseasome/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
fu-berlin-drugbank,DrugBank,http://www4.wiwiss.fu-berlin.de/drugbank/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
fu-berlin-medicare,MediCare,http://www4.wiwiss.fu-berlin.de/medicare/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
fu-berlin-sider,SIDER: Side Effect Resource,http://www4.wiwiss.fu-berlin.de/sider/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
fu-berlin-stitch,STITCH: Chemical-Protein Interactions,http://www4.wiwiss.fu-berlin.de/stitch/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
GACS,Global Agricultural Concept Space,,['https://github.com/gacs/gacs-scheme/blob/master/src/gacs-core-scheme.ttl'],False,1,0.0,1,0.33,0,1,0.56,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.31,0
gene-expression-atlas-rdf,Gene Expression Atlas RDF,http://www.ebi.ac.uk/rdf/services/atlas/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0.5,2.36,0
geospecies,GeoSpecies Knowledge Base,http://lsd.taxonconcept.org/sparql,[],False,1,0.0,1,0.89,0,1,0.65,1.0,1,0.0,1,0.75,1,1,0.47,1,0.87,1,1,1,1.0,3.27,1
HealthCare_Ontology,HealthCare Ontology,https://www.orpha.net/sparql,['http://bioportal.bioontology.org/ontologies/HCOT'],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
Hermos,Hermos,,['https://raw.githubusercontent.com/mcbu-semanticweb-lab/hermos/gh-pages/hermos.owl'],False,1,0.0,1,0.33,0,1,0.56,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.31,0
Himanshu_Mahawar,Himanshu Mahawar,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
hito,HITO,https://hitontology.eu/sparql,['https://raw.githubusercontent.com/hitontology/ontology/dist/all.ttl'],False,1,0.9070883931092912,1,0.78,1,1,0.95,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1.0,3.7,1
http:sensormeasurement.appspot.comdatasetnaturopathy-dataset,Naturopathy knowledge Graph (Ontology and Dataset) - RDF distribution of the naturopathy dataset.,http://sensormeasurement.appspot.com/dataset/naturopathy-dataset,['http://sensormeasurement.appspot.com/dataset/naturopathy-dataset'],False,1,0.0,1,0.78,1,1,0.8,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.8,0
http:www.semanticweb.orgmcaontologies20188untitled-ontology-47,Indian Biodiversity,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
https:bioportal.bioontology.orgontologiesIBIO,Indian Biodiversity,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
https:bioportal.bioontology.orgontologiesIBIOp=summary,Indian Biodiversity,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
https:data.bioontology.orgontologiesIBDsubmissions1downloadapikey=8b5b7825-538d-40e0-9e9e-5ab9274a9aeb,Indian Biodiversity,,['https://data.bioontology.org/ontologies/IBD/submissions/1/download?apikey=8b5b7825-538d-40e0-9e9e-5ab9274a9aeb'],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.32,0
https:data.bioontology.orgontologiesIBIOsubmissions1downloadapikey=66c2aec1-4044-4900-979d-6f529857554a,Indian Biodiversity,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
IHE,3LGM² IHE Ontology,https://www.3lgm2.de/sparql,[],False,1,0.3729456384323641,1,0.44,0,1,0.64,1.0,1,1.0,1,1.0,1,0,0.0,0,0.25,1,1,1,0.75,2.64,0
issa-agritrop,ISSA Agritrop Dataset,http://issa.i3s.unice.fr/sparql,['https://doi.org/10.5281/zenodo.6505847'],False,1,0.0,1,0.78,1,1,0.8,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.8,0
kupkb,Kidney and Urinary Pathway Knowledge Base,http://sparql.kupkb.org/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
linked-life-data,Linked Life Data,http://linkedlifedata.com/sparql,[],False,1,0.6666666666666666,1,0.56,0,1,0.7,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,0,1,1,0.5,2.7,0
linked-structured-product-labels,Linked Structured Product Labels,https://dbmi-icode-01.dbmi.pitt.edu/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.61,0
linked-tcga,Linked TCGA,http://tcga.deri.ie,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
linkedct,LinkedCT,http://data.linkedct.org/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.61,0
lodac-bdls,LODAC BDLS,http://lod.ac/bdls/sparql,[],False,1,0.0,1,0.78,0,1,0.63,1.0,1,0.0,1,0.75,1,1,0.0,1,0.75,1,1,1,1.0,3.13,1
micro-coronavirus,Coronavirus dataset,http://micro.semweb.csdb.cn/sparql,[],False,1,0.9648,1,0.44,0,1,0.73,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1.0,3.48,1
Naturopathy,Naturopathy Knowledge Graph (Ontology and Dataset) - RDF distribution of the naturopathy dataset.,,['http://sensormeasurement.appspot.com/dataset/naturopathy-dataset'],True,1,0.0,1,0.67,1,1,0.78,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.78,0
NCMI-COVID-19,COVID-19 Data,http://ncmi.semweb.csdb.cn/covid19/sparql,[],False,1,0.0,1,0.33,0,1,0.56,0.5,1,0.0,1,0.62,1,0,0.0,0,0.25,1,1,1,0.75,2.18,0
nextprot,neXtProt,https://sparql.nextprot.org/,[],False,1,1.0,1,0.44,0,1,0.74,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1.0,3.49,1
Norway_Fishery_,Norway fishery stocks dataset,https://www.foodie-cloud.org/sparql,[],False,1,0.2,1,0.44,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1.0,3.36,1
nvs,NERC Vocabulary Server 2.0,http://vocab.nerc.ac.uk/sparql/,[],False,1,0.0,1,0.78,0,1,0.63,1.0,1,0.0,1,0.75,1,1,0.0,1,0.75,1,1,1,1.0,3.13,1
ogolod,Orthology and Diseases Information - OGO,http://miuras.inf.um.es/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
ontobeef-domain,OntoBeef Domain,http://onto.beef.org.pl/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.61,0
organic-edunet,Organic Edunet Linked Open Data,http://data.organic-edunet.eu/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.61,0
PGxLOD,PGxLOD,https://pgxlod.loria.fr/sparql,"['http://rdf.disgenet.org/download/v6.0.0/disease.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/disgenetv6.0-rdf-v6.0.0-dump.tgz', 'http://rdf.disgenet.org/download/v6.0.0/doClass.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/gene.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/geneDiseaseAssociation.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/geneSymbol.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/hpoAnnotation.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/hpoClass.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/ls-hpo2umls-exactMatch.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/ls-ncbigene2genesymbol-exactMatch.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/ls-ncbigene2uniprot-closeMatch.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/ls-umls2do-exactMatch.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/ls-umls2hpo-exactMatch.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/ls-umls2icd9cm-exactMatch.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/ls-umls2mesh-exactMatch.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/ls-umls2ncit-exactMatch.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/ls-umls2omim-exactMatch.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/ls-umls2ordo-exactMatch.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/meshClass.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/nanopublications_v6.0.0.0.trig.gz', 'http://rdf.disgenet.org/download/v6.0.0/pantherClass.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/phenotype.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/protein.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/pubmed.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/umlsSTY.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/variant.ttl.gz', 'https://raw.githubusercontent.com/DiseaseOntology/HumanDiseaseOntology/master/src/ontology/HumanDO.obo', 'https://sourceforge.net/p/efo/code/HEAD/tree/trunk/src/efoinobo/efo.obo', 'http://www.orphadata.org/data/xml/en_product6.xml', 'http://www.uniprot.org/docs/humsavar.txt', 'http://purl.obolibrary.org/obo/hp.obo', 'http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://rdf.disgenet.org/download/v6.0.0/disease.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/disgenetv6.0-rdf-v6.0.0-dump.tgz', 'http://rdf.disgenet.org/download/v6.0.0/doClass.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/gene.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/geneDiseaseAssociation.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/geneSymbol.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/hpoAnnotation.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/hpoClass.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/ls-hpo2umls-exactMatch.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/ls-ncbigene2genesymbol-exactMatch.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/ls-ncbigene2uniprot-closeMatch.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/ls-umls2do-exactMatch.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/ls-umls2hpo-exactMatch.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/ls-umls2icd9cm-exactMatch.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/ls-umls2mesh-exactMatch.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/ls-umls2ncit-exactMatch.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/ls-umls2omim-exactMatch.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/ls-umls2ordo-exactMatch.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/meshClass.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/nanopublications_v6.0.0.0.trig.gz', 'http://rdf.disgenet.org/download/v6.0.0/pantherClass.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/phenotype.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/protein.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/pubmed.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/umlsSTY.ttl.gz', 'http://rdf.disgenet.org/download/v6.0.0/variant.ttl.gz', 'http://www.ebi.ac.uk/gwas/api/search/downloads/alternative', 'http://www.disgenet.org/ds/DisGeNET/results/all_gene_disease_associations.tsv.gz', 'http://www.disgenet.org/ds/DisGeNET/results/befree_gene_disease_associations.tsv.gz']",True,1,0.8912,1,0.67,0,1,0.76,1.0,1,1.0,1,1.0,1,1,0.36,1,0.84,1,1,1,1.0,3.6,1
plant-specimen,digitized plant specimen,http://plant.semweb.csdb.cn/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.32,0
Psychology,Depression,http://depressionData.org#,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
PubChem_RDF,PubChem RDF,,['https://ftp.ncbi.nlm.nih.gov/pubchem/RDF/'],False,1,0.0,1,0.67,1,1,0.78,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.78,0
racai-llod-simonero,SiMoNERo - the Romanian medical treebank,https://relate.racai.ro/datasets/simonero/query,['https://www.racai.ro/p/llod/resources/simonero-llod.zip'],False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,0,0.0,0,0.25,1,1,1,0.75,2.59,0
reactome-rdf,Reactome RDF,https://www.ebi.ac.uk/rdf/services/reactome/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0.5,2.36,0
sandre,Taxons ,http://id.eaufrance.fr/sparql,[],False,1,0.286972183309986,1,0.67,0,1,0.66,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0.75,2.91,0
SCBG-Data,SCBG Data,https://semweb.scbg.ac.cn/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.32,0
snik,SNIK,https://www.snik.eu/sparql,['https://github.com/snikproject/ontology/archive/refs/heads/master.zip'],False,1,0.8507701540308061,1,0.67,0,1,0.75,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1.0,3.5,1
taxonconcept,TaxonConcept Knowledge Base,http://lsd.taxonconcept.org/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.61,0
taxonconcept-assets,taxonconcept-assets,,[],False,1,0.0,1,0.33,0,1,0.56,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0.5,2.31,0
taxonconcept-occurences,taxonconcept-occurences,,[],False,1,0.0,1,0.33,0,1,0.56,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0.5,2.31,0
taxref-ld,TAXREF-LD: Linked Data French Taxonomic Register,https://taxref.mnhn.fr/sparql,['https://zenodo.org/record/5876775/files/taxrefld15.1.tar?download=1'],False,1,0.0,1,1.0,1,1,0.83,1.0,1,0.0,1,0.75,1,1,0.22,1,0.8,1,1,1,1.0,3.38,1
tcga-roadmap,TCGA Roadmap,http://agalpha.mathbiol.org/repositories/tcga,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
tcmgenedit_dataset,TCMGeneDIT Dataset,http://www.open-biomed.org.uk/sparql/endpoint/tcm,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.61,0
UniProt,UniProt,https://sparql.uniprot.org/sparql,['https://ftp.uniprot.org/pub/databases/uniprot/current_release/rdf/'],False,1,0.2,1,0.56,0,1,0.63,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1.0,3.38,1
uniprot,UniProt,http://sparql.uniprot.org,[],False,1,0.2,1,0.56,0,1,0.63,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,0,1,1,0.5,2.63,0
uniprot-metadata,uniprot-metadata,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
uniprotkb,UniProtKB,https://sparql.uniprot.org/sparql,[],False,1,0.2,1,0.56,0,1,0.63,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1.0,3.38,1
Vehicule_Autonome,VA,,['https://fr.wikipedia.org/wiki/V%C3%A9hicule_autonome'],False,1,0.0,1,0.33,0,1,0.56,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.31,0
whonto,COvid-19 statistics Ontology,,"['http://purl.org/whonto', 'https://archive.org/download/purl_covido/whonto.owl']",False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.32,0
